User_ID,Name,Age,Gender,Join_Date,Salary,Country,Email,Purchase_Amount,Last_Login,Subscription_Status
66,Emily Davis,,Male,2022-01-13,44821.0,South Korea,emily.davis@mail.com,1430.0,2024-04-29,Inactive
67,Michael Johnson,,Male,2022-01-13,73079.0,United States,michael.johnson@email.com,2503.0,2023-03-06,Inactive
68,Susan Green,30.0,Male,2022-02-23,,United States,susan.green@mail.com,,2023-03-01,Active
69,Sarah Connor,,Female,2022-01-13,73721.0,United States,sarah.connor@email.com,203.68,2022-08-05,Active
70,Robert Brown,,Female,2022-01-13,,Nigeria,robert.brown@email.com,,,Active
71,Robert Brown,,Female,2023-03-04,56544.0,Nigeria,robert.brown@email.com,,,Active
72,Emily Davis,43.0,Female,2024-06-10,44520.0,United States,emily.davis@email.com,9693.0,2024-03-05,Inactive
73,Emily Davis,,Male,2022-06-06,,Canada,,8354.0,2023-10-02,Inactive
74,Bob Gray,,Male,2022-01-13,34862.0,Canada,,28.43,2022-01-13,Active
75,Sam Wilson,,Male,2023-04-06,69649.0,South Korea,sam.wilson@email.com,,2022-03-28,Inactive
76,Bob Gray,30.0,Female,2023-01-08,55389.0,Nigeria,bob.gray@mail.com,302.96,2023-07-26,Active
77,Chris O'Neil,,Male,2023-11-03,,United States,,,2024-04-28,Active
78,,,Male,2024-02-24,44846.0,United States,susan.green@email.com,9317.0,2023-06-24,Active
79,Chris O'Neil,,Female,2024-02-29,32863.0,Nigeria,chris.oneil@mail.com,,2022-09-02,Inactive
80,Susan Green,,Male,2022-01-13,64567.0,United States,susan.green@email.com,402.62,2022-01-13,Active
81,Sam Wilson,,Male,2023-04-06,36010.0,Canada,,,2022-08-30,Active
82,,,Female,2022-02-09,75617.0,Canada,,,2022-06-03,Active
83,Emily Davis,,Female,2024-03-23,37265.0,South Korea,emily.davis@email.com,,2022-01-02,Active
84,Alice Blue,30.0,Male,2022-03-11,87234.0,United States,alice.blue@mail.com,199.57,2022-03-11,Active
85,Robert Brown,,Female,2022-06-29,71401.0,United States,robert.brown@email.com,,2024-03-21,Active
86,Linda White,,Male,2022-02-07,53394.0,Nigeria,,,2023-01-31,Active
87,Eve Black,,Male,2024-01-15,,United States,eve.black@mail.com,,2022-01-13,Active
88,Anna Lee,40.0,Female,2022-01-13,58504.0,United States,anna.lee@email.com,6952.0,2023-11-27,Inactive
89,,,Male,2022-01-13,,United States,bob.gray@mail.com,,2022-01-13,Active
90,Tom Hardy,35.0,Male,2024-01-24,63930.0,South Korea,tom.hardy@email.com,,2022-10-20,Active
91,Chris O'Neil,,Female,2022-03-31,76500.0,South Korea,chris.oneil@mail.com,,2023-06-05,Inactive
92,Chris O'Neil,,Male,2023-08-10,,United States,chris.oneil@mail.com,,2022-01-13,Active
93,Alice Blue,,Female,2022-03-17,,Nigeria,alice.blue@email.com,,2024-06-08,Active
94,Chris O'Neil,,Female,2022-12-21,46423.0,South Korea,,71.33,2022-06-22,Active
95,Robert Brown,54.0,Male,2022-02-16,,Nigeria,robert.brown@mail.com,,2022-11-06,Active
96,Linda White,,Female,2023-03-02,43370.0,United States,,,2023-01-15,Inactive
97,Bob Gray,,Male,2022-02-21,,Nigeria,bob.gray@email.com,6364.0,2022-07-14,Active
98,Bob Gray,37.0,Male,2023-02-07,,Nigeria,bob.gray@email.com,,2024-05-17,Inactive
99,Michael Johnson,,Male,2022-01-13,66819.0,Nigeria,michael.johnson@mail.com,,2022-10-14,Active
100,Tom Hardy,,Female,2022-01-13,32638.0,United States,tom.hardy@email.com,,2023-06-12,Active
101,Robert Brown,30.0,Male,2022-01-13,49647.0,United States,,7824.0,2022-01-13,Active
102,Michael Johnson,30.0,Female,2022-01-13,61486.0,South Korea,michael.johnson@mail.com,,2022-01-13,Active
103,,,Female,2023-12-09,,Canada,david.kim@mail.com,3262.0,2022-01-13,Active
104,Robert Brown,,Male,2022-01-13,61731.0,United Kingdom,,,2023-12-08,Active
105,Susan Green,,Male,2023-08-11,83633.0,United States,,,2023-11-03,Inactive
106,David Kim,,Male,2022-01-13,,United Kingdom,david.kim@email.com,,,Active
107,Robert Brown,24.0,Male,2022-06-11,,United Kingdom,,167.37,2022-08-26,Active
108,Anna Lee,,Female,2024-02-06,30607.0,United States,,9901.0,2022-05-18,Inactive
109,Sarah Connor,,Male,2024-01-06,78274.0,United Kingdom,sarah.connor@mail.com,3875.0,2022-01-13,Active
110,Mike Brown,,Female,2022-11-28,47090.0,United Kingdom,,5947.0,2022-01-12,Inactive
111,Jane Smith,,Female,2023-12-04,71858.0,Nigeria,jane.smith@mail.com,,2023-09-13,Active
112,Eve Black,,Female,2022-01-13,,Nigeria,eve.black@email.com,2011.0,2022-07-27,Active
113,Sam Wilson,,Male,2022-01-13,59195.0,Canada,sam.wilson@email.com,1945.0,2024-04-06,Active
114,Michael Johnson,30.0,Male,2022-02-16,75900.0,South Korea,michael.johnson@email.com,467.95,2022-07-04,Active
115,Tom Hardy,42.0,Female,2023-11-09,37774.0,South Korea,,269.13,2022-01-13,Active
116,Kate Moss,,Male,2022-06-08,,United States,kate.moss@email.com,,2022-04-14,Active
117,Jane Smith,,Female,2023-07-07,,United Kingdom,jane.smith@email.com,6224.0,2023-11-20,Active
118,Chris O'Neil,,Male,2022-01-13,,United States,chris.oneil@mail.com,342.59,2022-01-13,Active
119,Alice Blue,,Male,2023-04-30,,United States,,,2022-05-18,Active
120,David Kim,,Male,2023-07-03,47593.0,United States,david.kim@email.com,,2022-12-07,Inactive
121,David Kim,,Female,2023-09-11,89973.0,South Korea,,8639.0,2022-11-12,Active
122,Eve Black,,Female,2023-01-15,,United Kingdom,eve.black@mail.com,,2022-12-04,Active
123,Emily Davis,,Female,2024-01-11,,Nigeria,emily.davis@email.com,,2022-01-13,Active
124,Mike Brown,60.0,Female,2022-05-21,76345.0,United States,mike.brown@email.com,1990.0,2023-09-24,Active
125,John Doe,44.0,Male,2022-01-13,48788.0,South Korea,john.doe@mail.com,340.28,2022-01-13,Active
126,Michael Johnson,35.0,Male,2022-01-13,,United Kingdom,,345.18,2023-01-22,Active
127,Anna Lee,30.0,Male,2023-06-25,,Canada,,5593.0,2022-02-03,Active
128,David Kim,66.0,Male,2022-01-13,84699.0,South Korea,,198.08,2022-12-21,Active
129,Emily Davis,,Male,2023-10-12,62152.0,Nigeria,emily.davis@mail.com,4043.0,2022-03-29,Active
130,Mike Brown,,Female,2022-11-21,35997.0,United Kingdom,,,,Active
131,Bob Gray,50.0,Male,2022-01-13,,Nigeria,,16.05,2022-01-13,Active
132,Anna Lee,,Male,2022-10-02,34146.0,Nigeria,,,2022-01-13,Active
133,David Kim,26.0,Female,2022-12-07,58850.0,Nigeria,david.kim@mail.com,,2023-12-13,Active
134,Anna Lee,,Female,2022-01-13,81247.0,Nigeria,,147.35,2022-01-13,Active
135,Bob Gray,,Female,2022-03-12,,United Kingdom,bob.gray@email.com,,,Active
136,Eve Black,,Female,2023-07-11,,United States,eve.black@email.com,,2022-02-15,Active
137,,30.0,Female,2023-06-16,54518.0,Canada,sarah.connor@mail.com,,2023-05-10,Active
138,Mike Brown,,Male,2022-12-18,64151.0,Nigeria,,,,Active
139,,,Female,2022-01-13,,United States,,,2022-07-10,Active
140,David Kim,45.0,Female,2022-08-08,,United States,david.kim@mail.com,,2023-04-14,Active
141,Sam Wilson,30.0,Female,2023-08-25,53067.0,United States,sam.wilson@mail.com,,2022-09-02,Inactive
142,Susan Green,,Male,2022-05-22,42173.0,South Korea,susan.green@mail.com,,2022-07-11,Active
143,Jane Smith,,Female,2022-01-13,,Canada,,,2023-08-02,Active
144,Jane Smith,,Female,2022-01-13,63476.0,United States,,389.81,2023-03-28,Active
145,Emily Davis,,Male,2024-06-01,86707.0,United Kingdom,emily.davis@email.com,6744.0,2022-06-19,Inactive
146,Jane Smith,30.0,Male,2022-06-22,,United Kingdom,jane.smith@mail.com,,2024-03-15,Active
147,Chris O'Neil,,Female,2022-11-26,62077.0,United Kingdom,chris.oneil@mail.com,212.97,2024-02-07,Active
148,Eve Black,,Female,2023-10-13,,Nigeria,eve.black@email.com,,2022-01-13,Active
149,Chris O'Neil,,Male,2022-02-17,31067.0,United States,,,2022-11-06,Active
150,Susan Green,41.0,Female,2023-10-03,,United States,susan.green@mail.com,56.64,2022-08-20,Active
151,Robert Brown,,Male,2022-08-23,77891.0,United States,,,2024-02-11,Active
152,Sam Wilson,,Male,2024-01-10,,Canada,sam.wilson@email.com,52.48,2023-01-29,Active
153,Chris O'Neil,,Male,2023-09-08,,United Kingdom,chris.oneil@email.com,,2022-02-25,Active
154,Sarah Connor,30.0,Male,2023-01-05,,Nigeria,,277.71,,Active
155,John Doe,,Male,2022-10-21,75993.0,United States,john.doe@mail.com,,,Active
156,Sam Wilson,30.0,Male,2023-02-05,75788.0,United Kingdom,sam.wilson@email.com,,2022-02-26,Active
157,John Doe,,Female,2022-12-22,54370.0,United Kingdom,john.doe@mail.com,,2022-10-06,Active
158,Mike Brown,50.0,Female,2024-05-29,40309.0,United States,mike.brown@mail.com,4742.0,,Active
159,,,Female,2022-01-13,,Nigeria,emily.davis@email.com,,2023-08-09,Active
160,Jane Smith,69.0,Female,2022-03-12,80693.0,Nigeria,jane.smith@email.com,,2022-01-13,Inactive
161,Bob Gray,,Male,2024-02-18,30417.0,United States,bob.gray@email.com,,,Active
162,Linda White,,Female,2022-03-03,36096.0,United Kingdom,linda.white@mail.com,212.4,2023-06-02,Active
163,Jane Smith,,Male,2024-05-21,,Nigeria,,,2024-02-28,Active
164,Anna Lee,38.0,Male,2023-01-02,50205.0,United Kingdom,anna.lee@email.com,5984.0,,Active
165,Chris O'Neil,,Male,2022-02-20,83745.0,United States,,428.75,2024-04-03,Active
166,Jane Smith,,Female,2022-01-13,68411.0,United States,jane.smith@email.com,,,Active
167,,,Male,2023-03-20,31932.0,Nigeria,sarah.connor@email.com,,2022-01-13,Active
168,Emily Davis,30.0,Female,2022-03-04,55101.0,Nigeria,emily.davis@email.com,5082.0,2023-01-27,Active
169,Eve Black,,Female,2022-10-04,,United Kingdom,eve.black@email.com,448.92,2022-01-13,Inactive
170,Anna Lee,,Male,2024-04-15,67728.0,Nigeria,anna.lee@email.com,,2022-01-13,Active
171,Chris O'Neil,30.0,Male,2022-06-29,35915.0,United Kingdom,chris.oneil@mail.com,117.22,2023-09-21,Active
172,Anna Lee,38.0,Female,2023-08-24,,Nigeria,anna.lee@email.com,7481.0,2022-11-06,Inactive
173,Alice Blue,,Female,2023-07-30,,United States,,,2022-01-13,Active
174,Anna Lee,,Male,2022-04-17,,United States,anna.lee@email.com,179.94,2023-11-18,Active
175,Michael Johnson,,Male,2024-03-16,33155.0,Canada,michael.johnson@mail.com,,2022-12-26,Active
176,Emily Davis,,Male,2022-11-23,34862.0,United States,,88.84,2023-09-21,Active
177,Anna Lee,45.0,Male,2022-12-06,,South Korea,anna.lee@mail.com,,2022-04-09,Active
178,Kate Moss,,Male,2023-03-14,,Canada,kate.moss@email.com,,2023-04-30,Active
179,Eve Black,60.0,Female,2023-07-12,54315.0,Nigeria,eve.black@email.com,,2022-01-13,Active
180,Chris O'Neil,60.0,Female,2022-01-13,,United States,,,2022-08-30,Active
181,Tom Hardy,30.0,Male,2023-06-14,79623.0,United States,tom.hardy@email.com,486.36,2023-12-01,Inactive
182,Michael Johnson,64.0,Female,2022-01-13,51373.0,South Korea,,,2022-01-13,Active
183,Sarah Connor,,Male,2022-12-19,,Canada,sarah.connor@mail.com,,2023-09-26,Active
184,Robert Brown,,Male,2022-01-21,50378.0,Canada,robert.brown@mail.com,,2023-03-30,Active
185,Mike Brown,,Female,2024-02-17,63768.0,United States,,3222.0,2022-01-30,Inactive
186,Jane Smith,,Female,2022-07-23,83969.0,South Korea,,,2023-09-01,Active
187,Kate Moss,,Female,2022-04-03,55333.0,United States,kate.moss@mail.com,,2022-01-13,Active
188,John Doe,30.0,Male,2022-01-13,82762.0,United Kingdom,,,2022-01-13,Active
189,John Doe,30.0,Female,2023-09-01,74853.0,Canada,john.doe@email.com,,2023-12-30,Inactive
190,Sam Wilson,,Male,2023-11-29,72952.0,United Kingdom,,454.39,2023-08-09,Inactive
191,Kate Moss,30.0,Male,2022-01-13,41870.0,United States,,,2022-08-16,Active
192,Alice Blue,,Male,2022-10-29,60837.0,United States,,,2023-02-28,Inactive
193,David Kim,,Male,2024-06-02,61954.0,United States,,,2022-01-13,Inactive
194,Eve Black,,Male,2023-03-21,58116.0,Nigeria,eve.black@email.com,28.49,2024-02-15,Active
195,Emily Davis,,Male,2023-01-28,34278.0,United Kingdom,,,2023-12-05,Active
196,Susan Green,28.0,Female,2022-08-18,78108.0,South Korea,susan.green@email.com,,2022-01-13,Active
197,Sarah Connor,,Male,2023-03-03,,United Kingdom,,,2022-01-13,Active
198,Chris O'Neil,,Male,2022-05-01,81430.0,Canada,chris.oneil@email.com,5308.0,2023-01-02,Inactive
199,Jane Smith,,Female,2022-01-03,89433.0,Canada,jane.smith@email.com,475.23,2022-04-14,Active
200,Linda White,,Male,2024-05-22,,Nigeria,,371.88,2023-11-11,Active
201,Bob Gray,,Male,2022-07-07,56230.0,United Kingdom,,,2023-12-14,Active
202,Alice Blue,,Female,2022-07-05,70065.0,United States,,,,Active
203,,,Male,2024-01-12,,United States,,,2023-10-19,Active
204,,,Female,2024-06-09,79245.0,Nigeria,jane.smith@email.com,1824.0,2023-10-21,Inactive
205,Mike Brown,,Male,2024-05-27,50713.0,Canada,mike.brown@mail.com,,,Active
206,John Doe,30.0,Male,2022-07-31,53812.0,United Kingdom,,,2022-04-27,Active
207,Robert Brown,30.0,Male,2023-01-18,88777.0,Canada,robert.brown@email.com,412.7,2022-07-20,Active
208,David Kim,,Male,2022-04-21,,United States,,,2022-01-13,Active
209,Eve Black,,Male,2022-06-27,,Nigeria,eve.black@mail.com,,2022-12-18,Inactive
210,Chris O'Neil,,Female,2022-01-13,71456.0,United Kingdom,chris.oneil@email.com,,2022-01-13,Active
211,Robert Brown,30.0,Female,2022-01-13,48738.0,United States,robert.brown@mail.com,62.17,2022-07-24,Active
212,Michael Johnson,,Male,2022-02-03,,South Korea,michael.johnson@email.com,,2024-03-26,Active
213,Tom Hardy,30.0,Male,2022-01-14,70669.0,United Kingdom,tom.hardy@mail.com,7025.0,2023-09-10,Active
214,Bob Gray,,Female,2024-01-23,32663.0,United Kingdom,bob.gray@mail.com,139.48,2023-12-28,Inactive
215,Robert Brown,,Male,2023-07-18,,Nigeria,robert.brown@mail.com,117.78,2022-01-13,Active
216,Tom Hardy,,Male,2022-12-06,,South Korea,,498.35,2022-01-13,Active
217,Emily Davis,,Male,2022-01-13,77446.0,United States,emily.davis@mail.com,9426.0,2022-02-14,Active
218,Sam Wilson,30.0,Male,2022-01-08,,United Kingdom,sam.wilson@mail.com,4368.0,2024-06-18,Inactive
219,John Doe,39.0,Male,2022-02-25,66574.0,United Kingdom,,,2022-01-13,Active
220,Mike Brown,,Male,2023-01-02,,United Kingdom,mike.brown@mail.com,,2023-11-08,Inactive
221,Kate Moss,30.0,Male,2023-10-12,,Nigeria,kate.moss@email.com,281.23,,Active
222,Tom Hardy,,Female,2024-01-30,,South Korea,tom.hardy@email.com,,2022-01-13,Active
223,Kate Moss,,Male,2022-07-22,53405.0,United Kingdom,kate.moss@email.com,,2022-01-13,Inactive
224,Susan Green,45.0,Male,2022-09-10,48132.0,United States,susan.green@mail.com,,2022-01-13,Active
225,Anna Lee,,Male,2022-07-21,77672.0,United States,anna.lee@mail.com,7637.0,2022-01-13,Active
226,Eve Black,,Female,2024-03-01,,South Korea,eve.black@email.com,,2022-01-13,Inactive
227,Bob Gray,,Female,2024-01-24,32648.0,Canada,bob.gray@email.com,40.8,2023-06-15,Active
228,Bob Gray,20.0,Female,2023-06-18,,United States,,2275.0,2022-08-17,Active
229,Eve Black,30.0,Female,2023-03-27,,United Kingdom,eve.black@email.com,6934.0,2022-05-02,Active
230,Sarah Connor,,Male,2022-06-15,45969.0,United States,sarah.connor@mail.com,300.25,2022-05-31,Active
231,Anna Lee,,Male,2024-06-18,44194.0,Canada,,3338.0,2022-07-06,Active
232,Bob Gray,,Female,2022-05-16,,South Korea,bob.gray@mail.com,,2022-01-13,Active
233,Sarah Connor,30.0,Male,2024-04-27,64212.0,Nigeria,sarah.connor@email.com,,2022-01-13,Active
234,Sarah Connor,,Male,2022-10-18,42387.0,United States,sarah.connor@mail.com,,2023-12-06,Active
235,Sarah Connor,,Male,2022-01-13,,United Kingdom,sarah.connor@mail.com,7770.0,2023-05-10,Active
236,Kate Moss,,Female,2023-02-12,79008.0,Canada,kate.moss@mail.com,4513.0,2022-12-13,Active
237,John Doe,,Male,2023-03-22,47241.0,Nigeria,john.doe@email.com,,2022-01-13,Active
238,Anna Lee,,Female,2024-04-03,,South Korea,anna.lee@mail.com,352.24,2023-11-02,Active
239,Michael Johnson,,Male,2022-07-25,,United Kingdom,michael.johnson@mail.com,,2022-01-13,Inactive
240,Bob Gray,,Female,2022-01-13,,United Kingdom,,5222.0,2023-08-12,Active
241,Eve Black,,Female,2023-04-17,37619.0,United States,,,2022-12-28,Inactive
242,Linda White,61.0,Male,2022-07-02,53169.0,United Kingdom,linda.white@email.com,,2022-08-29,Inactive
243,Emily Davis,,Male,2022-05-03,70227.0,South Korea,emily.davis@email.com,,2023-08-12,Inactive
244,Sam Wilson,,Male,2023-06-23,65439.0,South Korea,,,2023-12-17,Active
245,John Doe,42.0,Male,2023-01-06,65950.0,United Kingdom,,,2023-03-11,Active
246,Susan Green,,Male,2022-05-15,77239.0,United Kingdom,susan.green@mail.com,,2024-01-27,Active
247,Anna Lee,30.0,Female,2022-11-20,,United States,,,2023-05-03,Active
248,Michael Johnson,,Male,2022-01-21,,United Kingdom,michael.johnson@mail.com,,2022-10-19,Active
249,Eve Black,,Male,2022-10-21,86902.0,Nigeria,,319.32,,Active
250,Emily Davis,,Male,2023-09-12,88175.0,Nigeria,emily.davis@mail.com,,2022-01-24,Active
251,Mike Brown,43.0,Male,2022-01-13,33527.0,Nigeria,mike.brown@mail.com,,2022-03-28,Inactive
252,Emily Davis,,Male,2024-05-08,,Nigeria,,,2022-01-13,Active
253,Bob Gray,,Male,2023-10-18,,United Kingdom,bob.gray@email.com,,2022-01-13,Inactive
254,Susan Green,,Female,2024-02-13,30598.0,United Kingdom,susan.green@mail.com,,2023-07-29,Inactive
255,Anna Lee,,Female,2022-09-27,70981.0,South Korea,anna.lee@mail.com,,2023-06-29,Inactive
256,Mike Brown,,Female,2023-09-25,,Canada,mike.brown@email.com,1813.0,,Active
257,Linda White,,Male,2022-08-27,30965.0,United Kingdom,,,2022-02-02,Inactive
258,Jane Smith,30.0,Female,2022-07-05,83559.0,United States,jane.smith@email.com,,2023-03-30,Inactive
259,Bob Gray,,Female,2023-04-30,51172.0,United States,bob.gray@mail.com,,2022-11-02,Active
260,David Kim,,Male,2022-01-13,37841.0,United Kingdom,david.kim@email.com,8786.0,2024-02-29,Inactive
261,Eve Black,,Male,2022-03-03,,United States,eve.black@email.com,,2022-01-22,Inactive
262,Michael Johnson,30.0,Male,2023-07-10,67139.0,South Korea,,5510.0,2023-07-22,Active
263,Chris O'Neil,30.0,Male,2022-01-13,,United States,chris.oneil@email.com,,2023-11-06,Active
264,Eve Black,,Female,2023-10-19,,United States,eve.black@email.com,419.24,2023-05-13,Active
265,Tom Hardy,51.0,Male,2022-08-15,,Canada,tom.hardy@email.com,,2023-03-02,Active
266,Michael Johnson,,Male,2022-08-10,77524.0,South Korea,,5075.0,2022-07-03,Active
267,Susan Green,62.0,Female,2022-01-13,,Nigeria,susan.green@mail.com,,2023-07-18,Active
268,Alice Blue,30.0,Male,2022-01-13,78796.0,Nigeria,,229.27,2022-01-13,Inactive
269,,,Male,2022-01-13,,United States,linda.white@email.com,,2023-08-20,Active
270,Linda White,,Female,2022-03-21,41331.0,United States,linda.white@mail.com,324.7,2024-02-29,Active
271,Alice Blue,,Female,2024-05-19,33547.0,South Korea,alice.blue@email.com,,2022-08-15,Active
272,Bob Gray,54.0,Female,2023-03-19,39700.0,Nigeria,bob.gray@email.com,1807.0,2022-01-13,Active
273,Chris O'Neil,,Female,2022-01-13,,South Korea,chris.oneil@email.com,,2023-08-13,Active
274,Alice Blue,,Male,2023-11-03,41092.0,Canada,alice.blue@mail.com,,2022-06-09,Active
275,Emily Davis,27.0,Male,2023-12-12,59495.0,United States,,,2022-01-13,Active
276,Chris O'Neil,,Male,2023-11-11,41162.0,United Kingdom,chris.oneil@email.com,396.7,2022-01-09,Active
277,Susan Green,,Female,2022-01-13,76510.0,Nigeria,,,2023-04-14,Inactive
278,Sam Wilson,,Female,2022-01-19,,United Kingdom,sam.wilson@email.com,498.04,2024-06-18,Active
279,Michael Johnson,,Female,2022-01-13,,United Kingdom,,,2022-01-13,Inactive
280,David Kim,,Female,2024-06-02,,South Korea,david.kim@email.com,3378.0,2022-01-13,Active
281,Sarah Connor,,Female,2023-02-26,,United Kingdom,sarah.connor@email.com,,,Active
282,Michael Johnson,30.0,Female,2022-08-25,,Canada,michael.johnson@email.com,,2023-02-01,Inactive
283,Anna Lee,20.0,Male,2023-02-27,79661.0,United States,anna.lee@email.com,,2022-09-10,Active
284,Tom Hardy,30.0,Male,2022-01-13,37164.0,Canada,tom.hardy@email.com,9498.0,2022-01-13,Active
285,Sam Wilson,,Female,2023-02-12,60234.0,Nigeria,,,2023-10-24,Active
286,Sarah Connor,,Female,2023-02-28,31632.0,Canada,sarah.connor@mail.com,449.34,2023-12-10,Active
