User_ID,Name,Age,Gender,Join_Date,Salary,Country,Email,Purchase_Amount,Last_Login,Subscription_Status
0079,Chris O'Neil,?,female,Feb 29 2024,32863 NGN,Nigeria,chris.oneil@mail.com,-57,Sep 02 2022,Inactive
0080,Susan Green,,M,2022-13-01,64567 NGN,United States,susan.green@email.com,402.62,2022-13-01,Active
0081,Sam Wilson,?,M,Apr 06 2023,$36010,Canada,sam.wilson@email,-54,2022-08-30,active
0082,N/A,?,Female,Feb 09 2022,$75617,Canada,emily.davis@email,NaN,2022-06-03,active
0083,Emily Davis,,female,2024-03-23,37265 NGN,South Korea,emily.davis@email.com,,02/01/2022,Actve
0084,Alice Blue,thirty,M,Mar 11 2022,87234 NGN,USA,alice.blue@mail.com,199.57,11/03/2022,Active
0085,Robert Brown,NaN,female,Jun 29 2022,$71401,United States,robert.brown@email.com,NaN,2024-03-21,active
0086,Linda White,,M,2022/02/07,53394,Nigeria,linda.white@email,-48,31/01/2023,ACTIVE
0087,Eve Black,NaN,Male,2024-01-15,NaN,United States,eve.black@mail.com,NaN,2022-13-01,ACTIVE
0088,Anna Lee,40,female,2022-13-01,58504 USD,USA,anna.lee@email.com,6952,2023-11-27,Inactive
0089,N/A,160,M,2022-13-01,NaN,United States,bob.gray@mail.com,-48,2022-13-01,active
0090,Tom Hardy,35,Male,Jan 24 2024,63930 NGN,South Korea,tom.hardy@email.com,,20/10/2022,Active
0091,Chris O'Neil,144,F,2022/03/31,76500,South Korea,chris.oneil@mail.com,,2023-06-05,Inactive
0092,Chris O'Neil,NaN,male,Aug 10 2023,NaN,United States,chris.oneil@mail.com,-9,2022-13-01,ACTIVE
0093,Alice Blue,NaN,female,Mar 17 2022,NaN,Nigeria,alice.blue@email.com,,2024-06-08,Actve
0094,Chris O'Neil,182,Female,2022-12-21,$46423,South Korea,chris.oneil@email,71.33,22/06/2022,Actve
0095,Robert Brown,54,Male,16/02/2022,NaN,NIG,robert.brown@mail.com,NaN,06/11/2022,ACTIVE
0096,Linda White,?,F,Mar 02 2023,43370 USD,United States,linda.white@email,-41,2023/01/15,Inactive
0097,Bob Gray,?,Male,Feb 21 2022,NaN,NIG,bob.gray@email.com,6364,Jul 14 2022,Actve
0098,Bob Gray,37,Male,07/02/2023,NaN,Nigeria,bob.gray@email.com,NaN,May 17 2024,Inactive
0099,Michael Johnson,NaN,Male,2022-13-01,$66819,Nigeria,michael.johnson@mail.com,-50,14/10/2022,Active
0100,Tom Hardy,NaN,Female,2022-13-01,32638,USA,tom.hardy@email.com,-61,2023/06/12,Actve
0101,Robert Brown,thirty,M,2022-13-01,49647 NGN,USA,robert.brown@email,7824,2022-13-01,ACTIVE
0102,Michael Johnson,thirty,Female,2022-13-01,$61486,South Korea,michael.johnson@mail.com,,2022-13-01,Active
0103,N/A,?,F,Dec 09 2023,NaN,Canada,david.kim@mail.com,3262,2022-13-01,ACTIVE
0104,Robert Brown,NaN,male,2022-13-01,$61731,UK,robert.brown@email,NaN,2023/12/08,ACTIVE
0105,Susan Green,NaN,Male,Aug 11 2023,83633 USD,United States,susan.green@email,NaN,Nov 03 2023,Inactive
0106,David Kim,243,M,2022-13-01,NaN,UK,david.kim@email.com,,not available,ACTIVE
0107,Robert Brown,24,male,Jun 11 2022,abc,UK,robert.brown@email,167.37,26/08/2022,ACTIVE
0108,Anna Lee,,Female,2024-02-06,30607 USD,US,anna.lee@email,9901,2022/05/18,Inactive
0109,Sarah Connor,217,M,2024-01-06,78274 USD,United Kingdom,sarah.connor@mail.com,3875,2022-13-01,active
0110,Mike Brown,?,F,2022-11-28,47090 NGN,UK,mike.brown@email,5947,2022/01/12,Inactive
0111,Jane Smith,?,F,2023-12-04,71858 USD,Nigeria,jane.smith@mail.com,,Sep 13 2023,Actve
0112,Eve Black,?,female,2022-13-01,NaN,Nigeria,eve.black@email.com,2011,27/07/2022,active
0113,Sam Wilson,152,male,2022-13-01,59195,Canada,sam.wilson@email.com,1945,2024-04-06,ACTIVE
0114,Michael Johnson,thirty,Male,2022/02/16,75900,South Korea,michael.johnson@email.com,467.95,Jul 04 2022,active
0115,Tom Hardy,42,female,2023/11/09,$37774,South Korea,tom.hardy@email,269.13,2022-13-01,ACTIVE
0116,Kate Moss,,M,08/06/2022,abc,US,kate.moss@email.com,,Apr 14 2022,Actve
0117,Jane Smith,,Female,2023-07-07,NaN,United Kingdom,jane.smith@email.com,6224,20/11/2023,active
0118,Chris O'Neil,,M,2022-13-01,abc,United States,chris.oneil@mail.com,342.59,2022-13-01,active
0119,Alice Blue,?,male,30/04/2023,abc,United States,alice.blue@email,-72,18/05/2022,active
0120,David Kim,NaN,Male,2023-07-03,47593 NGN,USA,david.kim@email.com,-98,2022-12-07,Inactive
0121,David Kim,?,female,Sep 11 2023,$89973,South Korea,david.kim@email,8639,2022/11/12,Actve
0122,Eve Black,NaN,Female,Jan 15 2023,NaN,UK,eve.black@mail.com,NaN,Dec 04 2022,Actve
0123,Emily Davis,NaN,F,Jan 11 2024,abc,Nigeria,emily.davis@email.com,,2022-13-01,Active
0124,Mike Brown,60,F,2022-05-21,$76345,USA,mike.brown@email.com,1990,Sep 24 2023,Active
0125,John Doe,44,male,2022-13-01,48788,South Korea,john.doe@mail.com,340.28,2022-13-01,Actve
0126,Michael Johnson,35,M,2022-13-01,abc,UK,michael.johnson@email,345.18,2023-01-22,Active
0127,Anna Lee,thirty,Male,25/06/2023,abc,Canada,anna.lee@email,5593,2022/02/03,Active
0128,David Kim,66,M,2022-13-01,84699 NGN,South Korea,david.kim@email,198.08,2022-12-21,ACTIVE
0129,Emily Davis,NaN,Male,Oct 12 2023,$62152,Nigeria,emily.davis@mail.com,4043,29/03/2022,Active
0130,Mike Brown,139,F,2022-11-21,35997,United Kingdom,mike.brown@email,,not available,ACTIVE
0131,Bob Gray,50,Male,2022-13-01,NaN,Nigeria,bob.gray@email,16.05,2022-13-01,Actve
0132,Anna Lee,NaN,M,02/10/2022,$34146,NIG,anna.lee@email,NaN,2022-13-01,Actve
0133,David Kim,26,F,2022/12/07,58850 USD,NIG,david.kim@mail.com,NaN,Dec 13 2023,active
0134,Anna Lee,174,female,2022-13-01,$81247,Nigeria,anna.lee@email,147.35,2022-13-01,Active
0135,Bob Gray,NaN,female,Mar 12 2022,abc,United Kingdom,bob.gray@email.com,-20,not available,Actve
0136,Eve Black,229,F,2023/07/11,NaN,US,eve.black@email.com,,2022/02/15,ACTIVE
0137,N/A,thirty,female,Jun 16 2023,54518 NGN,Canada,sarah.connor@mail.com,NaN,2023/05/10,ACTIVE
0138,Mike Brown,NaN,M,18/12/2022,64151 NGN,Nigeria,mike.brown@email,NaN,not available,Active
0139,N/A,127,Female,2022-13-01,NaN,United States,sarah.connor@email,-60,Jul 10 2022,Active
0140,David Kim,45,female,2022/08/08,abc,US,david.kim@mail.com,NaN,2023/04/14,ACTIVE
0141,Sam Wilson,thirty,F,2023/08/25,53067 NGN,United States,sam.wilson@mail.com,,2022-09-02,Inactive
0142,Susan Green,,male,May 22 2022,42173 NGN,South Korea,susan.green@mail.com,-23,Jul 11 2022,Actve
0143,Jane Smith,?,Female,2022-13-01,abc,Canada,jane.smith@email,-54,02/08/2023,active
0144,Jane Smith,?,F,2022-13-01,63476,US,jane.smith@email,389.81,Mar 28 2023,Active
0145,Emily Davis,NaN,M,Jun 01 2024,86707,UK,emily.davis@email.com,6744,19/06/2022,Inactive
0146,Jane Smith,thirty,male,2022/06/22,NaN,United Kingdom,jane.smith@mail.com,,2024-03-15,active
0147,Chris O'Neil,?,female,Nov 26 2022,$62077,United Kingdom,chris.oneil@mail.com,212.97,2024/02/07,ACTIVE
0148,Eve Black,123,F,2023-10-13,NaN,NIG,eve.black@email.com,NaN,2022-13-01,Actve
0149,Chris O'Neil,187,Male,Feb 17 2022,31067,United States,chris.oneil@email,,2022/11/06,Active
0150,Susan Green,41,F,03/10/2023,abc,US,susan.green@mail.com,56.64,2022-08-20,Active
0151,Robert Brown,,Male,2022-08-23,77891,US,robert.brown@email,-39,11/02/2024,Active
0152,Sam Wilson,,M,10/01/2024,NaN,Canada,sam.wilson@email.com,52.48,Jan 29 2023,active
0153,Chris O'Neil,?,male,2023-09-08,abc,United Kingdom,chris.oneil@email.com,-66,Feb 25 2022,ACTIVE
0154,Sarah Connor,thirty,Male,05/01/2023,NaN,NIG,sarah.connor@email,277.71,not available,Active
0155,John Doe,,male,Oct 21 2022,75993 NGN,US,john.doe@mail.com,NaN,not available,Active
0156,Sam Wilson,thirty,M,2023/02/05,75788 NGN,UK,sam.wilson@email.com,-56,26/02/2022,Active
0157,John Doe,?,F,22/12/2022,$54370,United Kingdom,john.doe@mail.com,NaN,2022/10/06,Actve
0158,Mike Brown,50,F,2024/05/29,40309 USD,US,mike.brown@mail.com,4742,not available,Active
0159,N/A,?,Female,2022-13-01,abc,NIG,emily.davis@email.com,NaN,2023-08-09,Actve
0160,Jane Smith,69,F,2022/03/12,80693 USD,Nigeria,jane.smith@email.com,,2022-13-01,Inactive
0161,Bob Gray,150,male,18/02/2024,30417 NGN,USA,bob.gray@email.com,NaN,not available,ACTIVE
0162,Linda White,,F,2022/03/03,36096,UK,linda.white@mail.com,212.4,Jun 02 2023,Active
0163,Jane Smith,NaN,M,May 21 2024,abc,Nigeria,jane.smith@email,,28/02/2024,Active
0164,Anna Lee,38,male,Jan 02 2023,50205 NGN,United Kingdom,anna.lee@email.com,5984,not available,active
0165,Chris O'Neil,,male,2022/02/20,$83745,USA,chris.oneil@email,428.75,2024-04-03,Active
0166,Jane Smith,?,F,2022-13-01,68411 USD,US,jane.smith@email.com,,not available,active
0167,N/A,?,male,Mar 20 2023,31932 NGN,NIG,sarah.connor@email.com,NaN,2022-13-01,Actve
0168,Emily Davis,thirty,F,2022/03/04,$55101,NIG,emily.davis@email.com,5082,Jan 27 2023,Actve
0169,Eve Black,NaN,F,2022-10-04,NaN,UK,eve.black@email.com,448.92,2022-13-01,Inactive
0170,Anna Lee,NaN,male,15/04/2024,67728 NGN,Nigeria,anna.lee@email.com,NaN,2022-13-01,Actve
0171,Chris O'Neil,thirty,M,2022-06-29,35915,UK,chris.oneil@mail.com,117.22,21/09/2023,active
0172,Anna Lee,38,Female,2023-08-24,NaN,Nigeria,anna.lee@email.com,7481,06/11/2022,Inactive
0173,Alice Blue,?,female,30/07/2023,NaN,United States,alice.blue@email,,2022-13-01,Active
0174,Anna Lee,156,male,17/04/2022,abc,US,anna.lee@email.com,179.94,Nov 18 2023,Active
0175,Michael Johnson,NaN,M,2024-03-16,33155 NGN,Canada,michael.johnson@mail.com,-22,2022-12-26,ACTIVE
0176,Emily Davis,NaN,Male,2022-11-23,34862 USD,United States,emily.davis@email,88.84,2023-09-21,ACTIVE
0177,Anna Lee,45,Male,06/12/2022,abc,South Korea,anna.lee@mail.com,NaN,Apr 09 2022,Actve
0178,Kate Moss,NaN,Male,2023/03/14,abc,Canada,kate.moss@email.com,NaN,2023/04/30,ACTIVE
0179,Eve Black,60,female,12/07/2023,54315 NGN,Nigeria,eve.black@email.com,-34,2022-13-01,Active
0180,Chris O'Neil,60,female,2022-13-01,NaN,USA,chris.oneil@email,-54,2022/08/30,Active
0181,Tom Hardy,thirty,male,2023-06-14,79623 NGN,United States,tom.hardy@email.com,486.36,01/12/2023,Inactive
0182,Michael Johnson,64,F,2022-13-01,51373 USD,South Korea,michael.johnson@email,-2,2022-13-01,Actve
0183,Sarah Connor,NaN,male,2022/12/19,abc,Canada,sarah.connor@mail.com,NaN,2023-09-26,ACTIVE
0184,Robert Brown,NaN,M,2022/01/21,50378 USD,Canada,robert.brown@mail.com,NaN,2023/03/30,ACTIVE
0185,Mike Brown,204,F,2024-02-17,$63768,US,mike.brown@email,3222,30/01/2022,Inactive
0186,Jane Smith,NaN,female,2022/07/23,83969 NGN,South Korea,jane.smith@email,,01/09/2023,ACTIVE
0187,Kate Moss,166,female,2022-04-03,55333,United States,kate.moss@mail.com,,2022-13-01,Active
0188,John Doe,thirty,Male,2022-13-01,82762 USD,United Kingdom,john.doe@email,NaN,2022-13-01,Active
0189,John Doe,thirty,female,2023/09/01,74853,Canada,john.doe@email.com,NaN,30/12/2023,Inactive
0190,Sam Wilson,203,M,2023-11-29,72952 NGN,United Kingdom,sam.wilson@email,454.39,2023/08/09,Inactive
0191,Kate Moss,thirty,M,2022-13-01,41870 USD,US,kate.moss@email,NaN,16/08/2022,active
0192,Alice Blue,NaN,male,2022-10-29,60837,US,alice.blue@email,-65,28/02/2023,Inactive
0193,David Kim,?,M,2024-06-02,61954 USD,United States,david.kim@email,NaN,2022-13-01,Inactive
0194,Eve Black,?,male,Mar 21 2023,58116 NGN,NIG,eve.black@email.com,28.49,2024-02-15,Active
0195,Emily Davis,?,Male,28/01/2023,34278,United Kingdom,emily.davis@email,NaN,2023/12/05,ACTIVE
0196,Susan Green,28,Female,18/08/2022,78108,South Korea,susan.green@email.com,-92,2022-13-01,Active
0197,Sarah Connor,112,Male,Mar 03 2023,NaN,United Kingdom,sarah.connor@email,NaN,2022-13-01,Actve
0198,Chris O'Neil,230,male,2022-05-01,81430,Canada,chris.oneil@email.com,5308,2023/01/02,Inactive
0199,Jane Smith,NaN,Female,2022-01-03,89433,Canada,jane.smith@email.com,475.23,14/04/2022,ACTIVE
0200,Linda White,?,Male,2024/05/22,abc,Nigeria,linda.white@email,371.88,2023/11/11,active
0201,Bob Gray,NaN,M,Jul 07 2022,56230 NGN,United Kingdom,bob.gray@email,,14/12/2023,Active
0202,Alice Blue,245,F,2022/07/05,70065,United States,alice.blue@email,-15,not available,active
0203,N/A,234,male,2024/01/12,NaN,US,robert.brown@email,NaN,19/10/2023,Actve
0204,N/A,,F,2024-06-09,79245 NGN,Nigeria,jane.smith@email.com,1824,Oct 21 2023,Inactive
0205,Mike Brown,,Male,May 27 2024,50713,Canada,mike.brown@mail.com,-14,not available,Actve
0206,John Doe,thirty,male,2022/07/31,53812,UK,john.doe@email,NaN,27/04/2022,Active
0207,Robert Brown,thirty,male,2023-01-18,$88777,Canada,robert.brown@email.com,412.7,2022-07-20,ACTIVE
0208,David Kim,148,M,2022-04-21,abc,US,david.kim@email,,2022-13-01,ACTIVE
0209,Eve Black,145,male,2022-06-27,abc,Nigeria,eve.black@mail.com,NaN,Dec 18 2022,Inactive
0210,Chris O'Neil,NaN,female,2022-13-01,$71456,UK,chris.oneil@email.com,,2022-13-01,Actve
0211,Robert Brown,thirty,F,2022-13-01,48738 NGN,USA,robert.brown@mail.com,62.17,24/07/2022,active
0212,Michael Johnson,?,male,Feb 03 2022,NaN,South Korea,michael.johnson@email.com,,2024-03-26,ACTIVE
0213,Tom Hardy,thirty,Male,14/01/2022,70669 NGN,UK,tom.hardy@mail.com,7025,10/09/2023,active
0214,Bob Gray,?,Female,Jan 23 2024,32663 NGN,United Kingdom,bob.gray@mail.com,139.48,2023-12-28,Inactive
0215,Robert Brown,,male,2023-07-18,abc,Nigeria,robert.brown@mail.com,117.78,2022-13-01,Actve
0216,Tom Hardy,154,M,2022/12/06,NaN,South Korea,tom.hardy@email,498.35,2022-13-01,Actve
0217,Emily Davis,,Male,2022-13-01,77446 USD,USA,emily.davis@mail.com,9426,14/02/2022,active
0218,Sam Wilson,thirty,male,08/01/2022,abc,UK,sam.wilson@mail.com,4368,2024-06-18,Inactive
0219,John Doe,39,Male,2022/02/25,66574,UK,john.doe@email,-58,2022-13-01,Active
0220,Mike Brown,111,Male,2023/01/02,abc,United Kingdom,mike.brown@mail.com,-98,Nov 08 2023,Inactive
0221,Kate Moss,thirty,M,2023/10/12,abc,Nigeria,kate.moss@email.com,281.23,not available,Actve
0222,Tom Hardy,?,female,30/01/2024,abc,South Korea,tom.hardy@email.com,,2022-13-01,ACTIVE
0223,Kate Moss,NaN,Male,2022/07/22,$53405,UK,kate.moss@email.com,NaN,2022-13-01,Inactive
0224,Susan Green,45,M,Sep 10 2022,48132 USD,United States,susan.green@mail.com,-62,2022-13-01,Active
0225,Anna Lee,?,male,2022-07-21,77672,USA,anna.lee@mail.com,7637,2022-13-01,Actve
0226,Eve Black,,Female,01/03/2024,NaN,South Korea,eve.black@email.com,,2022-13-01,Inactive
0227,Bob Gray,244,Female,2024/01/24,$32648,Canada,bob.gray@email.com,40.8,Jun 15 2023,ACTIVE
0228,Bob Gray,20,female,2023/06/18,NaN,United States,bob.gray@email,2275,2022/08/17,active
0229,Eve Black,thirty,Female,27/03/2023,NaN,United Kingdom,eve.black@email.com,6934,May 02 2022,active
0230,Sarah Connor,?,male,2022-06-15,45969,United States,sarah.connor@mail.com,300.25,31/05/2022,active
0231,Anna Lee,244,Male,2024-06-18,44194 NGN,Canada,anna.lee@email,3338,06/07/2022,active
0232,Bob Gray,,F,2022-05-16,NaN,South Korea,bob.gray@mail.com,,2022-13-01,Actve
0233,Sarah Connor,thirty,male,Apr 27 2024,64212 NGN,Nigeria,sarah.connor@email.com,-55,2022-13-01,Actve
0234,Sarah Connor,?,Male,2022/10/18,42387,USA,sarah.connor@mail.com,-67,Dec 06 2023,active
0235,Sarah Connor,NaN,M,2022-13-01,NaN,United Kingdom,sarah.connor@mail.com,7770,2023/05/10,Actve
0236,Kate Moss,NaN,female,2023-02-12,$79008,Canada,kate.moss@mail.com,4513,13/12/2022,ACTIVE
0237,John Doe,,male,2023-03-22,$47241,Nigeria,john.doe@email.com,-93,2022-13-01,Active
0238,Anna Lee,?,female,03/04/2024,NaN,South Korea,anna.lee@mail.com,352.24,02/11/2023,Active
0239,Michael Johnson,,male,2022-07-25,NaN,United Kingdom,michael.johnson@mail.com,NaN,2022-13-01,Inactive
0240,Bob Gray,NaN,Female,2022-13-01,NaN,United Kingdom,bob.gray@email,5222,Aug 12 2023,ACTIVE
0241,Eve Black,,female,Apr 17 2023,37619 USD,US,eve.black@email,NaN,2022/12/28,Inactive
0242,Linda White,61,male,2022/07/02,$53169,United Kingdom,linda.white@email.com,-88,2022/08/29,Inactive
0243,Emily Davis,?,Male,May 03 2022,70227,South Korea,emily.davis@email.com,-48,Aug 12 2023,Inactive
0244,Sam Wilson,?,Male,Jun 23 2023,65439,South Korea,sam.wilson@email,-88,2023/12/17,Active
0245,John Doe,42,M,06/01/2023,65950 USD,UK,john.doe@email,NaN,Mar 11 2023,active
0246,Susan Green,?,male,2022-05-15,77239 USD,UK,susan.green@mail.com,,Jan 27 2024,Active
0247,Anna Lee,thirty,female,2022/11/20,NaN,USA,anna.lee@email,,May 03 2023,active
0248,Michael Johnson,NaN,M,2022-01-21,abc,UK,michael.johnson@mail.com,,2022/10/19,Actve
0249,Eve Black,,male,21/10/2022,$86902,Nigeria,eve.black@email,319.32,not available,active
0250,Emily Davis,174,M,2023/09/12,88175 NGN,Nigeria,emily.davis@mail.com,,24/01/2022,active
0251,Mike Brown,43,Male,2022-13-01,33527,NIG,mike.brown@mail.com,NaN,2022/03/28,Inactive
0252,Emily Davis,?,male,2024-05-08,abc,Nigeria,emily.davis@email,NaN,2022-13-01,Actve
0253,Bob Gray,,male,2023/10/18,NaN,UK,bob.gray@email.com,NaN,2022-13-01,Inactive
0254,Susan Green,102,F,2024/02/13,30598 NGN,United Kingdom,susan.green@mail.com,NaN,Jul 29 2023,Inactive
